PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
PortlandPolice,2610879741,of_portland,King Of Portland,"RSN: Scott Ryan. PSN: Vanwaguy2 I stream on twitch and make YouTube videos of popular MMO'S such as runescape, MUT, Assassin's creed, minecraft, and Wow.",23,33,0.696969697,oregon,Non-Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,2610883767,biddlelewis,Œ_íèíêŒ´í_ŒèLewis BiddleŒ_íèíêŒ´í_Œè,"we are the heroes of our time and we are dancing with the demons in our mind, fight for my brother and die for my mother| SHE DONT WANNA BE SAVED DONT SAVE HER",220,252,0.873015873,Forest Hill Drive,Non-Local,0,0,<1,New York City,Not Identified
oaklandpoliceca,2612152058,its_justaride,IVDEA CAPTA,Aut inveniam viam aut faciam,1058,1998,0.52952953,,Missing,0,0,<1,"Oakland, CA",Not Identified
SFPD,2612391901,redfish818,Orwell was right,Non-apologist. Grammar snob. Lover of liberty and extra-sharp cheddar cheese. Bury me in London by Churchill's statue & at the Reagan Library.,718,944,0.76059322,"Los Angeles, Merica. ",Non-Local,0,0,<1,"San Francisco, CA",Not Identified
SFPD,2612837936,bridgeology,Mike Bridge,Banana Stand 2.0,83,577,0.143847487,San Francisco,Local,0,0,<1,"San Francisco, CA",Not Identified
SFPD,2613083269,nextrequest,NextRequest,Making public records requests friendlier for the public and easier for governments.,85,32,2.65625,"San Francisco, CA",Local,0,0,>10,"San Francisco, CA",Other Sectors
NYPDnews,2613926054,ravikarkara,Ravi Karkara,#Strategic #Adviser #Partnership Office of the Assistant Secretary-General/Deputy Executive Director UNWomen #Beijing20 #youth #gender #accountability #SDGs,2697,864,3.121527778,New York City ,Local,0,0,>10,New York City,Other Sectors
oaklandpoliceca,2613934134,behashtolive,olive behashti,,98,395,0.248101266,,Missing,0,0,<1,"Oakland, CA",Not Provided
NYPDnews,2615620303,NA,PhotoHives,,180,272,0.661764706,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2615667653,brotwink,Gay Bro and Twink,Follow the lives of two best friends as they take on NYC. One a #GayBro (95%) and the other a #Twink (5%),355,958,0.370563674,New York City,Local,0,0,<1,New York City,Not Identified
NYPDnews,2619163263,az_valentine,Valentine Imperfect,"Imperfect , ProLife, GOD/Morals Respect Law Parents Teachers. Pledge Prayer/Sch. Choice, Less Govt & Tax, Affordable Housing, STOP Racism - NO Endorsing",1503,1841,0.816404128,Christian America,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2626941027,y15w2015,Sruly Boy W,,77,416,0.185096154,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2632239263,avn1982,AVN,,80,200,0.4,NYC,Local,0,0,<1,New York City,Not Provided
NYPDnews,2645837572,nypdcttfapo,Davi,,31,228,0.135964912,New York,Local,0,0,<1,New York City,Not Provided
NYPDnews,2646813210,p_sanchez7,Pablo sanchez,,14,77,0.181818182,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2649741350,williamyomba,William Yomba,Angeleno. Public Safety Professional.,42,128,0.328125,Los Angeles,Non-Local,0,0,<1,New York City,Other Sectors
PortlandPolice,2649958232,NA,Somalia-America,The close relationship between Somalia & The United States was born out of through the Reagan administration's policy of building closer relations with Somalia.,1630,2000,0.815,"Washington, D.C.",Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,2651597550,esalogub,Elizabeth Salogub,,59,163,0.36196319,"Long Island, NY",Local,0,0,<1,New York City,Not Provided
PortlandPolice,2651886176,mikehodges503,Mike Hodges,"BYU-I alumnus | GFU, MAT | History | SpEd | Teacher | Punk Rock | Hip-Hop | Sports | Made In Oregon",409,765,0.534640523,"Tigard, Oregon",Non-Local,0,0,<1,"Portland, Oregon",Other Sectors
NYPDnews,2652209196,NA,a kay,19,82,150,0.546666667,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2655137299,yjsoll,Yale Jesse Soll,"Content Coordinator of @doNYC, spotify junkie, masochistic Knicks fan, rapper/playwright in dreams",229,709,0.322990127,NYC,Local,0,0,<1,New York City,Other Sectors
SFPD,2655718422,mesozoicpolk,Mesozoic Polk,"Mesozoic Polk Neighborhood Ass'n (MPNA) wants Polk Street restored to its natural state: dinosaur habitat, no buildings, no bike lanes. Free parking, of course.",203,95,2.136842105,"Fern Street, San Francisco",Local,0,0,2->10,"San Francisco, CA",Not Identified
SFPD,2657409229,belljonthedl,Jenn Bell,,74,363,0.203856749,,Missing,0,0,<1,"San Francisco, CA",Not Provided
SLMPD,2658243187,citizen__b,Citizen  B,Distrustful of -isms... Wary of -ites...                            Believe in the people of Ferguson.,776,665,1.166917293,U.S.A.,Local,0,0,1->2,"St. Louis, MO",Not Identified
NYPDnews,2660318759,grauhaile,Hailey Grau,i love Shawn Mendes,108,53,2.037735849,,Missing,0,0,2->10,New York City,Not Identified
NYPDnews,2660461082,las_jru,Joint Response Units,Dedicated Paramedic units working in collaboration with the Met Police providing a more efficient service to the public in high demand boroughs at peak times.,3919,950,4.125263158,London,Non-Local,0,0,>10,New York City,Police
oaklandpoliceca,2660596963,erinsbike,Erin's Bike,Possibly the best bike that's ever existed... ever... in the history of bikes!,22,13,1.692307692,,Missing,0,0,1->2,"Oakland, CA",Not Identified
SFPD,2661693001,mehinix,Mihai Roman,_{^}/,69,310,0.222580645,San Francisco,Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2664812762,pres_god,Not saying,im me,32,213,0.150234742,,Missing,0,0,<1,New York City,Not Identified
PortlandPolice,2672400110,orcommcolleges,OR CommunityColleges,"The Oregon Community College Assn is a council of governments representing Oregon's 17 community colleges, to foster student success and workforce training",156,110,1.418181818,"Salem, Oregon",Non-Local,0,0,1->2,"Portland, Oregon",Other Sectors
SLMPD,2675586505,psipika,post scriptum,,104,129,0.80620155,,Missing,0,0,<1,"St. Louis, MO",Not Provided
NYPDnews,2675862379,mm0ia,MMOIA,Modern Mopars of Iowa - We are a diverse car club created by Iowans and for Iowans who own Modern Mopar vehicles 1990 or newer in make. Join us!,516,2000,0.258,Iowa,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2676649669,outsidedbox1,Independenthinker,"Rebel Media, Organic, Sarcastic",170,412,0.412621359,"New York, USA",Local,0,0,<1,New York City,Media
SFPD,2678433367,richjohnperez,Rich Perez,"Born and raised near San Francisco, Ca., I have traveled the country and parts of Europe, self proclaimed political hobbyist",7,33,0.212121212,,Missing,0,0,<1,"San Francisco, CA",Not Identified
oaklandpoliceca,2683274424,larryreidsghost,Larry Reid's Ghost,***Parody Account*** Former former member of Oakland City Council. Goddamn radios.,3,27,0.111111111,Political Limbo,Non-Local,0,0,<1,"Oakland, CA",Polictician
NYPDnews,2686225285,lilacbold,Lilac Bold,"Atheism, common sense, equality for women, kindness. I don't agree with any group on everything, but I try to do right by everyone.",477,1126,0.423623446,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2687993265,belladonnadavis,Donna Davis,"Confessions Of A Peppermint Pattie: Why I Really Am Black Enough Already, Y'all.  I'm an author, journalist, host,  and student of life.",165,322,0.51242236,,Missing,0,0,<1,New York City,Media
SFPD,2688339970,sjustmee,S'just Me,ACCOUNTABLE -- responsible; liable; the way that I shall hold you. #1stAmendment #4thAmendment Opinions expressed are my own. RT dne endorsement.,58,910,0.063736264,Southeastern U.S.,Local,0,0,<1,"San Francisco, CA",Other Sectors
NYPDnews,2689507912,anthonydespo,Anthony D'Esposito,"Detective, fire chief, problem solver. English guru. Quality necktie connoisseur. Non profit founder. Love family, community, politics. Soft spot for seersucker",282,706,0.399433428,"Island Park, New York ",Local,0,0,<1,New York City,Other Sectors
NYPDnews,2689548637,sts_ptsd,Surviving The Shield,"official twitter account for Surviving the Shield: PTSD and Public Safety.   you are not alone and never will you be left to fight the battle alone...Police, Fi",278,274,1.01459854,,Missing,0,0,1->2,New York City,Police
SLMPD,2693087828,pinkpierogies,Erika Szeles,Seeking BLM activists for friends in the DMV,104,418,0.248803828,"District of Columbia, USA",Non-Local,0,0,<1,"St. Louis, MO",Not Identified
SFPD,2693090593,karhrman,Karhrman Ziegenbein,"CEO and Co-Founder of Toonari, the global leader in Social Media Discovery, Web Collection & Digital Forensics.",41,864,0.047453704,"St. Petersburg, FL",Non-Local,0,0,<1,"San Francisco, CA",Other Sectors
NYPDnews,2695441559,johndunnf,John Dunn,"Empowering Canadians through knowledge of Legislation & Regulations

613-709-3866 (text/voice)",593,1997,0.296945418,Read & Understand Legislation,Non-Local,0,0,<1,New York City,Not Identified
sppdPIO,2699172450,kristinbeckmann,Kristin Beckmann,"Deputy Mayor of St. Paul, volunteer for womenwinning and MN United, tired mother of two and lucky wife to one",303,558,0.543010753,"Saint Paul, MN",Local,0,0,<1,"St. Paul, MN",Polictician
NYPDnews,2699238715,the_gilbert_23,Carolyn Rea,Animal Advocate #PublicAdjuster @PCMPA #AZARA #AZHAC #LovePeaceHarmony #MasterSha & RockerChick,667,652,1.023006135,Phoenix AZ,Non-Local,0,0,1->2,New York City,Other Sectors
NYPDnews,2702878958,thesaltyonetm,Hayden,Best Baiter Africa,6,77,0.077922078,,Missing,0,0,<1,New York City,Not Identified
SFPD,2704409172,adaman797,Adam Long,Sometimes I grow food.,83,233,0.356223176,"Claremont, CA",Non-Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2704653421,ccprayerrequest,CC Prayer Request,"----- Associated with @ConnectCatholic ----- Send all anonymous Prayer Requests to our DM, otherwise tweet it and tag us.",8859,3409,2.598709299,Planet Earth,Non-Local,0,0,2->10,New York City,Not Identified
NYPDnews,2706704040,fontanastation,Fontana Station,,117,54,2.166666667,,Missing,0,0,2->10,New York City,Not Provided
CLEpolice,2707943356,lafamilia_cle,TheNewCLECartel,THE NEW CLEVELAND CARTEL HAS ARRIVED #LAFAMILIA,125,156,0.801282051,,Missing,0,0,<1,"Cleveland, OH",Not Identified
PortlandPolice,2710847281,artbrat420,art brat,feminist | artist | constantly dying of anxiety ~local area homegirl~,73,130,0.561538462,"portland, oregon ",Local,0,0,<1,"Portland, Oregon",Other Sectors
PortlandPolice,2711780389,pulpportland,Pulpportland,"please go to Youtube Leo Stratton for my videos , this site is my film, as it happens..like it, hate it, just watch it!!!!",138,238,0.579831933,Portlandia Or,Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,2712925002,trendingevents1,TrendngCurrentEvents,Trending Current Events brings you the latest in news and media trending around the web.,171,514,0.332684825,,Missing,0,0,<1,New York City,Media
oaklandpoliceca,2713046226,jacklondonoak,Jack London Oakland,,74,96,0.770833333,,Missing,0,0,<1,"Oakland, CA",Not Provided
NYPDnews,2714353183,mpsharoldwood,Sgt Charlie Routley ,Neighbourhood Sgt for #HaroldWood in @MPSHavering. Follow for updates from me and my team. Don't report crime on here call 101 or 999. http://bit.ly/1jIHo1n,762,159,4.79245283,Romford,Non-Local,0,0,2->10,New York City,Not Identified
VBPD,2715188875,pungopublishing,Princess Anne Indy,"The Princess Anne Independent News arrives April 24. P.O. Box 7064, Virginia Beach, VA 23457. Website under construction. RT/follows are not endorsements.",26,39,0.666666667,"Virginia Beach, VA",Local,0,0,<1,"Virginia Beach, VA",Police
oaklandpoliceca,2717325389,rollo_kersh72,Rollo Kersh,A  critic.,939,2003,0.468796805,,Missing,0,0,<1,"Oakland, CA",Not Identified
oaklandpoliceca,2718181550,kamrynn_xo,Kamryn,"cheesehead, dubs | 5.3.15",551,771,0.714656291,"Bay Area, Ca",Non-Local,0,0,<1,"Oakland, CA",Not Identified
NYPDnews,2718471516,cgi_lorax,BlackLivesMatter,"I Stand with the Innocent Women and Children being slaughtered in #Gaza. I also believe that #BlackLivesMatter, and they should not be continually executed.",102,152,0.671052632,,Missing,0,0,<1,New York City,Not Identified
SLMPD,2723399552,amymeansjustice,Amy,.#Justice #CivilRights #BlackLivesMatter  #NoPoliceState Student. Desires career in  nonprofit #Passion. #GetTheTruthOut,434,532,0.815789474,,Missing,0,0,<1,"St. Louis, MO",Not Identified
SLMPD,2723429928,mollyrosestl,Molly,STL native. Occasionally #MadMolly. I love (almost) everyone. Dogs are my favorite people. #Ferguson.,3569,638,5.594043887,,Missing,0,0,>10,"St. Louis, MO",Not Identified
NYPDnews,2724604232,NA,Dolly Parton Parton,I'm back biche`h's! Dallas Willard was the 2nd smartest man in the world followed by Weston A. Price. I keep my pearls 4 my slingshot. !Jesus Rules!,18,53,0.339622642,,Missing,0,0,<1,New York City,Not Identified
SLMPD,2725118930,imrikajai,Negus.,Everything you do doesnt need to be seen or heard. I'm not even who I am yet. Revolutionary in training. Mommy of a young king.,2533,197,12.85786802,Saint Louis,Local,0,0,>10,"St. Louis, MO",Not Identified
sppdPIO,2726575898,heyjlev,Jennifer Lewerenz,Wife. Cat mom. Experimental chef. Travel enthusiast. Sports fan. @WCCORadio News Reporter. Tweets are mine.,233,211,1.104265403,Minneapolis,Non-Local,0,0,1->2,"St. Paul, MN",Media
NYPDnews,2729167210,maneogp,OnlyGodPeopleŒ_í__Œ´í_Œè,keep God in my life then Grind hard in football because its all i have Œ__ŒéŒ´í_Œè Miramar high school C/O 2016 RB/LB,444,407,1.090909091,,Missing,0,0,1->2,New York City,Not Identified
NYPDnews,2730368742,NA,Kimberley Brook,I love ASS GIFS :) I promote Some of the best Webcam SHOWS! Follow me On FACEBOOK :) https://www.facebook.com/damina.walker,2492,20,124.6,,Missing,0,0,>10,New York City,Not Identified
SLMPD,2730745842,truth007seeker,Just the Facts,,1061,1995,0.531829574,,Missing,0,0,<1,"St. Louis, MO",Not Provided
PortlandPolice,2735568390,NA,Angie,"The girl with the dragon tattoo who happens to be warm, soft and smells good. *No DMs*",464,458,1.013100437,Pacific Northwest,Non-Local,0,0,1->2,"Portland, Oregon",Not Identified
PortlandPolice,2736539196,someportlander,ThisIsAName,,0,4,0,,Missing,0,0,<1,"Portland, Oregon",Not Provided
NYPDnews,2737393376,bigjavi973,BigJavi,"Karate, Boxing, Chicago Bears & Bulls, 420",277,627,0.441786284,"Newark, NJ/Puerto Rico",Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2738196930,zerofiltered,ZERO Filtered,"Unfiltered news from around the world and the U.S. Politics, celebrity news, sports and opinions from Rob Black of The Rob Black Show http://TheRobBlackShow.com",201,261,0.770114943,"Hollywood, CA",Non-Local,0,0,<1,New York City,Media
SLMPD,2738384208,back2jakku,Andrew,started from the bottom now I'm somewhere in the middle. I was there when the QuikTrip burned. FTP=FREE THE PEOPLE.,88,122,0.721311475,St.louis,Local,0,0,<1,"St. Louis, MO",Not Identified
SpokanePD,2738436086,chadaustinsokol,Chad Sokol,@MurrowCollege senior. @SpokesmanReview intern. I want a little hat with a card that says PRESS on it.,38,92,0.413043478,"Spokane, WA",Local,0,0,<1,"Spokane, WA",Not Identified
SFPD,2738710284,j4alexnieto,Justice4AlexNieto,"3/21/2014, sunset: Alex was eating a burrito on Bernal Hill, before going to his security guard night shift. Four officers multiply shot Alex to death.",238,249,0.955823293,San Francisco,Local,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2738885067,megk25555,MMK,,85,219,0.388127854,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2740533024,ugo_k_ewulonu,Ugo Ewulonu,"Architect, WIT Alum, N.E. Sports Fan, Music Enthusiast",23,26,0.884615385,"Boston, MA",Non-Local,0,0,<1,New York City,Other Sectors
SLMPD,2740871178,6strong8,STRONG,Cherokee/Choctaw and only God knows what else. Conservative Pro Military Pro police,1334,1573,0.84806103,USA,Non-Local,0,0,<1,"St. Louis, MO",Police
oaklandpoliceca,2741312378,cleosbaby64,Cleosbaby64,"Big, big world out there. Just trying to keep up...",404,455,0.887912088,,Missing,0,0,<1,"Oakland, CA",Not Identified
SLMPD,2742586196,NA,Ryan Alban,"Law Student | Veteran | Missourian | Tweets on law, national security, Missouri politics and St. Louis sports. Retweets Œ_í_í_ endorsements.",88,332,0.265060241,"St. Louis, MO",Local,0,0,<1,"St. Louis, MO",Other Sectors
SLMPD,2743396898,obs_stl,OBS_STL,"OBS fights for political empowerment, economic justice & the cultural dignity of African-Americans, especially the Black working class. (Since 1980)",9845,830,11.86144578,"St. Louis, MO",Local,0,0,>10,"St. Louis, MO",Not Identified
NYPDnews,2743731783,NA,Phil Foy,"hate the tea party hate the gop hate bad cops hate the kardashians .Bernie Sanders for Prez. the ACA works ,Torture is unAmerican born republican then i grew up",1151,1930,0.596373057,philly burbs,Non-Local,0,0,<1,New York City,Not Identified
detroitpolice,2746991454,terroralertred,Terror Alert Red,Terror Alert Red,69,1995,0.034586466,AREA 51,Non-Local,0,0,<1,"City of Detroit, MI",Not Identified
NYPDnews,2747085077,heatherlymom,patty heatherly ,,64,184,0.347826087,,Missing,0,0,<1,New York City,Not Provided
PortlandPolice,2747888041,aisfororiginal,Amber Diana ,Public profile of @Ihateballoons.Coffee. Books. Comics. Rain. Games. Cider. Archery.  Zombologist. Whovian. Logophile. Browncoat. Trekkie. Terminally bored.,2,7,0.285714286,"Portland, OR / Austin TX",Local,0,0,<1,"Portland, Oregon",Other Sectors
CLEpolice,2749295138,bertagnollicf,Emily Bertagnolli,Chagrin Falls High School Math Teacher -----Varsity Volleyball Coach,142,66,2.151515152,,Missing,0,0,>10,"Cleveland, OH",Other Sectors
ScottsdalePD,2749524701,susainsilbosah,Síë_ze,filipino freak,274,201,1.36318408,,Missing,0,0,1->2,"Scottsdale, Arizona",Not Identified
SLMPD,2750717898,pulphusj,Jonathan Pulphus,Son. Partner. Brother. Cousin. Grandson. Friend. Student. @tribex_stl. AAMS. Joseph A. McNeil. @slu_bsa. @piuslibrary. @slu_official. #BlackLivesMatter,605,912,0.663377193,,Missing,0,0,<1,"St. Louis, MO",Not Identified
PortlandPolice,2750825249,eliz_chiz99,Thelizabeth Bailey,Overacheiving is the new black.,159,218,0.729357798,Hood River/HRVHS,Non-Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,2751881302,usakillsis,Syrian revolution,"For he today who sheds his blood with me, he is my brother. istandwithíÇŒÅíÇí£Œ¿_Œ¿íçíÇ_íÇŒæ. Christian. fuck bashar and ISIS. íÇí_Œ¿_íÇ_Œ¿_íÇ_ íÇŒæ",15,13,1.153846154,,Missing,0,0,1->2,New York City,Not Identified
NYPDnews,2752994652,senorboomnyc,SeíëŒ±or Boom,Quixotic Free Thinker Southern Gentleman Philosophy Driven Abstract Artist Radical Star Gazer Dreamer Son Human Nothing...,101,126,0.801587302,NYC,Local,0,0,<1,New York City,Other Sectors
NYPDnews,2753500622,NA,Alice,"Enterprising Educator. Here, I tweet theories, musings, and commentary on education, life, and the capital markets. Sometimes, I tweet/talk to myself. Sorry?",48,164,0.292682927,New York City,Local,0,0,<1,New York City,Not Identified
NYPDnews,2753945815,NA,thisisnotme,,34,72,0.472222222,,Missing,0,0,<1,New York City,Not Provided
SLMPD,2754133270,aspietruther,slap-o-reality,"You may not like what I say, but you'll get no apologies from me. I say it how I see it with ZERO filter.  #GoHomeDeray",404,728,0.554945055,"QuíëŒ©bec, Canada",Non-Local,0,0,<1,"St. Louis, MO",Not Identified
NYPDnews,2754887781,onlymybaes,OnlyMyBaes,Submitted only by fans/followers of the women posted; appreciating women across all ethnicties. We ask for approval before post.,1318,135,9.762962963,"Santa Monica, Cali",Non-Local,0,0,>10,New York City,Not Identified
SLMPD,2757305305,faithinferguson,Theology of Ferguson,"Exploring how our faith, race, justice, and activism intersect. #BlackLivesMatter.",2428,1309,1.854851031,Abolition/Liberation,Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
NYPDnews,2759715388,bubbavegas75,Carmen Bubba Brehmer,"My wife/son/ Movies,TV,50s,Sports & Horse Gambler & Black Jack player & Socail Media Enthusiast & I'm a Pizza chef  LV,CHI,LA,NY/ Italy/posts in English&Italian",235,408,0.575980392,"Las Vegas, Nevada ",Non-Local,0,0,<1,New York City,Media
SFPD,2760294648,noahstewart,Noah Stewart,I have opinions,3,8,0.375,,Missing,0,0,<1,"San Francisco, CA",Not Identified
NYPDnews,2760668115,karielle18,Karielle,,58,104,0.557692308,"New York, NY",Local,0,0,<1,New York City,Not Provided
SLMPD,2760789090,NA,AnonFatCat,,4037,942,4.285562633,United States of Martial Law,Non-Local,0,0,>10,"St. Louis, MO",Not Provided
SLMPD,2761339439,be_a_trooper,ISP Recruitment,Official Twitter account of the Illinois State Police Recruitment Section,131,255,0.51372549,Illinois,Non-Local,0,0,<1,"St. Louis, MO",Police
NYPDnews,2762585389,coach_dan_moore,Daniel Moore,Proud to coach basketball for the Sheffield Saints,60,154,0.38961039,"Sheffield, England",Non-Local,0,0,<1,New York City,Other Sectors
NYPDnews,2762908909,carlottadelav,Carlotta De La Vega ,Conservative Catholic Children Animals Politics Fashion,1115,1246,0.894863563,"Miami,FL and Palm Springs,CA",Non-Local,0,0,<1,New York City,Not Identified
CLEpolice,2764648122,nguyen21johnny,Johnny Nguyen,2nd account of @JohnnyNguyen955 i post random basketball ish and stuff and world news! Also words of wisdom Goal: 2k,253,1044,0.242337165,"Chicago, IL (suburbs,obviously",Non-Local,0,0,<1,"Cleveland, OH",Media
SFPD,2764850480,travushertl,travus ,8/24/14 | formerly @TravusEshakawa | dad to @brantleypls | Œ_Œù_ @Trisha_Hunter18 Œ_Œù_ | @nightmareonhelm is my adopted son,1219,705,1.729078014,#WreckingCrew ,Non-Local,0,0,1->2,"San Francisco, CA",Not Identified
NYPDnews,2765232208,23pctcouncil,23 PCT Comm Council,"Cesar M. Vasquez, President - Raymond Ferreira, Vice President - Theresa Richardson, Treasurer",130,71,1.830985915,East Harlem,Non-Local,0,0,1->2,New York City,Other Sectors
SLMPD,2767113561,jackherer20,Captain Howdy,Your friendly neighborhood anarchist. Those who remain neutral take the side of the oppressor. #ACAB,757,323,2.343653251,,Missing,0,0,>10,"St. Louis, MO",Not Identified
NYPDnews,2767298927,saxxychris,Chris Ferdinand,"I just wanna be famous. 

i promo videos just tag me in a tweet. 

saxophonist/ NY 

ruining everything one tweet at a time",81,201,0.402985075,"Brooklyn, NY",Local,0,0,<1,New York City,Not Identified
NYPDnews,2768499547,danielcfletcher,Daniel Fletcher,Homebrewer and duck enthusiast.,51,220,0.231818182,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2769178081,genghis8tron,Genghis Tron,"Conqueror/Liberator of Digital Eurasia, Wielder of Neon Colored Frisbees",19,72,0.263888889,San Fran Tokyo,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2769196506,blahblahlauraa,Laura,"If you dare, come a little closer.",83,977,0.084953941,,Missing,0,0,<1,New York City,Not Identified
SFPD,2774889456,hawkprincipal1,Carline Sinkler,"Principal of Hoover Middle School, San Francisco Unified School District. Explore. Contribute. Create. Evolve.",101,71,1.422535211,,Missing,0,0,1->2,"San Francisco, CA",Polictician
VBPD,2775680164,oduvlgfloorrep,Michael Ragsdale,I am one of your University Village Floor Representatives on the ODU Community Council.  Tweets are my own.  Official ODU tweets are @ODUnow,33,109,0.302752294,"Norfolk, VA",Non-Local,0,0,<1,"Virginia Beach, VA",Not Identified
NYPDnews,2778990076,eastcoast911ia,East Coast 911 IA,Your number 1 source for breaking incidents as they happen.  send us your tips and pictures to eastcoast911@usemergalerts.net,305,696,0.438218391,South Carolina ,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2780058409,pya92130,Paul Yung,Architect | REALTOR@,5,22,0.227272727,San Diego,Non-Local,0,0,<1,New York City,Not Identified
CLEpolice,2782705862,iupweq,IUP Equestrian Team,"Indiana University of Pennsylvania WESTERN Equestrian Team. Competing in IHSA. Join us; learn to ride, improve skills &/or compete!",118,111,1.063063063,"Indiana, PA",Non-Local,0,0,1->2,"Cleveland, OH",Not Identified
NYPDnews,2782932973,ivy_lear,Ivy McCall,I do a little bit of everything and a lot of nothing.,62,188,0.329787234,"New York, NY",Local,0,0,<1,New York City,Not Identified
NYPDnews,2783000545,NA,The truth is ,,70,178,0.393258427,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2784105531,johnnylaw090,Johnny law,American Journalist misinformed,178,345,0.515942029,but I have shit to SAY!!!,Local,0,0,<1,New York City,Media
StocktonPolice,2784631910,ochosoto,Seth Rollins,,334,449,0.743875278,"Stockton, Ca",Local,0,0,<1,"Stockton, CA, USA",Not Provided
CLEpolice,2784882951,NA,Raul,,18,71,0.253521127,,Missing,0,0,<1,"Cleveland, OH",Not Provided
SLMPD,2784948506,derekklaney,Derek K. Laney,"Father, organizer, artist, thinker, iconoclast. All views are solely mine.",983,905,1.086187845,"St. Louis, Missouri",Local,0,0,1->2,"St. Louis, MO",Other Sectors
NYPDnews,2785365733,NA,tekkgrokker,"I reach that, I really do.",12,76,0.157894737,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2786239057,9798lexpark,9798LexParkNeighbors,Our block association opposes businesses expanding in NYC backyards. Preserve peace & quiet. JOIN WITH US!,11,29,0.379310345,"New York, NY / CB 11",Local,0,0,<1,New York City,Not Identified
NYPDnews,2787417885,youradonis,Rogger Kandola,A soldier of the army of the holder of the hawk. Basically on here to keep myself abreast of the latest happenings #NeverForget84,78,96,0.8125,England,Non-Local,0,0,<1,New York City,Not Identified
StocktonPolice,2787432764,mtvjock,MTV Jock,TV/Film Fanatic | Gemini | Actor | Singer | Jokester | Love the Outdoors |,327,592,0.552364865,Los Angeles ,Non-Local,0,0,<1,"Stockton, CA, USA",Media
SLMPD,2787802727,reepersfriend,Rooster,,126,114,1.105263158,,Missing,0,0,1->2,"St. Louis, MO",Not Provided
NYPDnews,2788548362,oppwilliam,William Morris,Formerly @editallthethngs. Reporter for @OwatonnaNews. Unapologetically nerdy twenty-something. I like pie.,81,166,0.487951807,"Owatonna, MN",Non-Local,0,0,<1,New York City,Media
NYPDnews,2788827890,the_exixx,exixx,"Interested in rights. All of them, Constitutional, privacy, and equality. current events, gaming and tech/programming. And porn.",171,679,0.251840943,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2788912740,gyang2011,Tison Yang,,14,21,0.666666667,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2790296965,mystarsraligned,K.,GOD WILL ADD,36,238,0.151260504,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2790431162,khanemazendaran,"Peter II, Khan ","Peter II, Khan-e-Mazendaran

The offical twitter page of the current Khan-e-Mazendaran",30,184,0.163043478,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2790463704,NA,Charles Wierzbicki,"Stop Progressive RINO, How much further must the Progressive Republican Party slide towards its' own destruction",759,1370,0.554014599,"Tulare County, CA",Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,2792292451,NA,Rupert,,100,164,0.609756098,Spain,Non-Local,0,0,<1,New York City,Not Provided
NYPDnews,2792313570,NA,AdolfRealestateO,,45,64,0.703125,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,2792322751,NA,Achimchimney,,36,68,0.529411765,England,Non-Local,0,0,<1,New York City,Not Provided
NYPDnews,2792794011,openprimaryusa,Open Primaries,Open Primaries is a movement of diverse Americans who believe no one should be required to join a political party to exercise their right to vote.,345,687,0.502183406,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,2792870993,joelb218,JB,"Coordinator of @ERGMidwood , First Aider, Likes Helping people. Volunteered after Superstorm Sandy.",99,130,0.761538462,"Brooklyn, NY11230",Local,0,0,<1,New York City,Not Identified
detroitpolice,2793276151,newstoyoutoday,Edward Glen,Retweets Are Not An Endorsement,619,812,0.762315271,Earth,Non-Local,0,1,<1,"City of Detroit, MI",Not Identified
