PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
NYPDnews,407432006,edjsandoval,Edgar Sandoval,"Edgar Sandoval: @PSUPress author & staff reporter @NYDailyNews (Retweets aren't endorsements, but mere pats on the back ) Œ_íèŒèŒ´í_Œèesandoval@nydailynews.com Œ_íèí_Œ´í_Œè",1612,468,3.444444444,"New York, New York",Local,0,1,2->10,New York City,Media
SFPD,407440890,fitzthereporter,Joe Fitz Rodriguez,"An #SF native and journo at the SF Examiner, reporting the hell out of my dear, foggy City. Associate Editor at SF Evergreen, contributor at SF Weekly. Hi mom!",4010,3117,1.286493423,"San Francisco, CA",Local,0,1,1->2,"San Francisco, CA",Media
SFPD,414106728,okcouncil,OK Council,Tweets mostly about Oakland & Bay Area politics. Moderated by Joshua Daniels (@HarryElephante). Account is not affiliated with the City of @Oakland. || #oakmtg,2201,1872,1.175747863,"Oakland, California",Non-Local,0,1,1->2,"San Francisco, CA",Not Identified
detroitpolice,419719338,shinola,Shinola ,We are an American company dedicated to making things in America.,19712,2711,7.271117669,Detroit ,Local,0,1,2->10,"City of Detroit, MI",Other Sectors
CLEpolice,430895088,cleprogress,NeighborhoodProgress,"Our mission is to foster communities of choice and opportunity throughout #Cleveland.

https://www.facebook.com/NeighborhoodProgress",2045,457,4.474835886,"Cleveland, OH",Local,0,1,>10,"Cleveland, OH",Other Sectors
SFPD,430992540,sfkale,Kale Williams ,"Reporter covering mostly crime, catastrophes and cats. Opinions, mine. Puns, intended. Not named Kate. Tip me at kwilliams@sfchronicle.com",3757,965,3.893264249,San Francisco,Local,0,1,2->10,"San Francisco, CA",Media
NYPDnews,432858816,nypdgfc,NYPD Gaelic Football,Keeping The Heritage Alive. Most of our matches are played for charity.,812,87,9.333333333,New York City,Local,0,1,2->10,New York City,Not Identified
CLEpolice,433645820,ohthemaryd,Miss Ann Dri,I am so perfect so divine so ethereal so surreal I cannot be comprehended except by my permission - Nikki Giovanni. Personal account,2377,1158,2.052677029,#ATX via #HTX via #CLE,Local,0,1,2->10,"Cleveland, OH",Not Identified
NYPDnews,435094186,stephenlevin33,Stephen Levin,"NYC Council Member representing Brooklyn Heights, DUMBO, Williamsburg, Greenpoint, Boerum Hill and BedfordŒ_í_íÍStuyvesant. Chair, Committee on General Welfare.",6526,920,7.093478261,Brooklyn ,Non-Local,0,1,2->10,New York City,Polictician
NYPDnews,437691294,trans1110,#TeamTrans1110 333KŒ_íèŒå,Stu Kolinsky @Vaguilar1443 @TheCinemaFan @TwiterHero @ssscoop475 @TwitWhizz @Tashaeva @Dollhouse @babfari @Sherehaan #TeamRT2EAT #CinemaFan #65CONNECTED #TFBJP,333454,335113,0.995049431,F4F @SolidCaoru @Marc1TT 08003,Non-Local,0,1,<1,New York City,Not Identified
SFPD,460628422,sfciti,sfciti,Supporting San Francisco as the innovation capital of the world by partnering the top technology companies in SF with City leadership and needs.,4139,1464,2.827185792,"San Francisco, CA",Local,0,1,2->10,"San Francisco, CA",Not Identified
CLEpolice,483212957,cevanscleveland,Christopher Evans,"Editorial writer & columnist for Northeast Ohio Media Group. Toronto Maple Leafs, Montreal Canadiens, NOFX, Ani DiFranco, St. Vincent, Edward Abbey.",404,192,2.104166667,"Cleveland, Ohio",Local,0,1,>10,"Cleveland, OH",Media
NYPDnews,486845331,meriwetherk,Kristen Meriwether,"Reporter who's covered sports, NYC politics, military veterans, & tech. Pen for hire.",1636,1339,1.221807319,Colorado,Non-Local,0,1,1->2,New York City,Media
NYPDnews,487198119,nycityalerts,New York City Alerts,"Reporter team tweeting incidents, news and photos in NYC as it happens. We're not official. Email NYCityAlerts@gmail.com - Instagram/nycityalerts",45241,3,15080.33333,New York City,Local,0,1,>10,New York City,Media
NYPDnews,497282770,dpcornerblog,Ditmas Park Corner,"Local news about Ditmas Park, Brooklyn. Got a news tip, question, story idea? Email editor@ditmasparkcorner.com",2487,1443,1.723492723,"Ditmas Park, Brooklyn",Non-Local,0,1,1->2,New York City,Media
NYPDnews,507624664,elizcrowleynyc,Elizabeth Crowley,"NYC Council Member - Chair, Fire and Criminal Justice Services Committee - 30th District - Glendale, Maspeth, Middle Village, Woodside,  Ridgewood and Woodhaven",3624,1166,3.10806175,"Queens, NY",Local,0,1,>10,New York City,Polictician
NYPDnews,512068997,tomhoffman121,Tom Hoffman,"Journalist, husband, dad, customer experience advocate, analytics & marketing enthusiast.",1335,1956,0.682515337,,Missing,0,1,<1,New York City,Other Sectors
NYPDnews,515655160,hikinddov,Dov Hikind,This is the OFFICIAL Twitter account of NY State Assemblyman Dov Hikind.,3724,308,12.09090909,,Missing,0,1,>10,New York City,Not Identified
SFPD,516809717,ccsroc,CCSRO Collaborative,The Central City SRO Collaborative organizes Single Room Occupancy tenants to fight for quality housing in San Francisco's Tenderloin and South of Market areas.,515,804,0.640547264,"San Francisco, CA",Local,0,1,<1,"San Francisco, CA",Not Identified
NYPDnews,517093576,nyvost,NY VOST,"New York Virtual Operations Support Team. Supporting official emergency response agencies, including @SuffolkCoFRES #VOST #SMEM",693,297,2.333333333,"New York, Suffolk County",Local,0,1,>10,New York City,Not Identified
CLEpolice,518646310,sugarcubedog,MB,"Background in art, have an adopted dog named Sugar, average person w/occasionally strong opinions. I rotate different artists for my avi.",792,661,1.198184569,,Missing,0,1,1->2,"Cleveland, OH",Not Identified
SFPD,525945247,nicksmithnews,Nick Smith,"Veteran, Engaged Voter, Dad, Chicago Native, @UCBerkeley @EmersonCollege alum http://www.imdb.com/name/nm1777158/?ref_=tt_ov_st Tweets & RTs Œ_í_í_ endorsements.",18300,889,20.58492688,San Francisco,Local,0,1,>10,"San Francisco, CA",Not Identified
SpokanePD,531672180,caseylundkxly,Casey Lund KXLY,"Idaho, crossfitter kid happy to be back in the mountains reporting for #KXLY Good Morning NW. Re-tweets, favorites, follows Œ_í_í_ endorsements.",1662,707,2.350777935,"Spokane, WA",Local,0,1,2->10,"Spokane, WA",Media
NYPDnews,538418266,geofeedia,Geofeedia,Search & analyze real-time social media content coming from any location in the world. Helping 100s of organizations gather a new set of actionable social data.,4065,2060,1.973300971,"Chicago, IL",Non-Local,0,1,1->2,New York City,Not Identified
NYPDnews,546072625,ufoa854,UFOA 854,"New York City Fire Officers

Local 854

AFL/CIO",739,181,4.082872928,"New York, NY",Local,0,1,>10,New York City,Not Identified
NYPDnews,549587666,thecoffeecop,Laurie McCann,Community Safety Command Headquarters social media officer and #Runner Non-Emerg 416-808-2222/Emergency call 911. This is NOT monitored 24/7,5896,3692,1.596966414,"Toronto, ON Canada",Non-Local,0,1,1->2,New York City,Police
NYPDnews,563211356,sheetalveee,sheetal,1996. |  Œ_ŒÇŒê |   R.I.P N.T Œ_Œù_,771,579,1.331606218,gta,Non-Local,0,1,1->2,New York City,Not Identified
SLMPD,564667441,suziq2opn,suziq2,,1086,1222,0.888707038,New York,Non-Local,0,1,<1,"St. Louis, MO",Not Provided
NYPDnews,571200736,fortworthpd,Fort Worth Police ,"The Fort Worth Police Department official Twitter account. Emergency? Call 911. Non-emergencies or non-local, call 817-335-4222. Site not monitored 24/7.",36976,115,321.5304348,"Fort Worth, TX",Non-Local,0,1,>10,New York City,Police
oaklandpoliceca,571851042,newubia,New U.B.I.A.,"Universal Black Improvement Association. ONE GOD, ONE AIM, ONE DESTINY. Rebirth of the (UNIA)",2735,1556,1.757712082,where the body fell,Non-Local,0,1,1->2,"Oakland, CA",Not Identified
CLEpolice,574133325,leilaatassi,Leila Atassi,Cleveland City Hall reporter at the Northeast Ohio Media Group.,1296,519,2.497109827,"Cleveland, Ohio",Local,0,1,>10,"Cleveland, OH",Media
SpokanePD,575803846,dmcc222,Dave McClure,"PhD in Criminology, Law & Society - @UrbanInstitute Researcher focused on Justice System Science & Technology - Fan of #SocEnt #Data & Creative Problem Solving.",672,927,0.724919094,"Washington, D.C. / Virginia",Non-Local,0,1,<1,"Spokane, WA",Other Sectors
SFPD,586061055,srcbean,Sheila Bean,"P.O.J.: H2Omatters: Health and Wellness Coach (RD, RN) Would love to visit Israel!",1194,1999,0.597298649,,Missing,0,1,<1,"San Francisco, CA",Other Sectors
detroitpolice,587676806,mcmuckraker,Motor City Muckraker,"Independent journalism dedicated to improving life in Detroit.



tips@motorcitymuckraker.com",5562,767,7.251629726,"Detroit, MI",Local,0,1,2->10,"City of Detroit, MI",Not Identified
CLEpolice,594522638,rachology216,Rachelle Smith,"#organizeCLE. mother, lover, student, activist, feminist, and general pain in the rear.",843,612,1.37745098,"cleveland, ohio",Local,0,1,1->2,"Cleveland, OH",Not Identified
oaklandpoliceca,606135759,victorlicata1,Victor Licata,Anyone involved with cloning mammoths is encouraged to contact me immediately.,723,1998,0.361861862,breathing down your neck,Non-Local,0,1,<1,"Oakland, CA",Not Identified
SLMPD,611775513,darveron,Dar,,206,315,0.653968254,,Missing,0,1,<1,"St. Louis, MO",Not Provided
sppdPIO,626009030,team_vos,Calista Vos,"Raised a cheesehead, now trapped in a MN hockey life I LOVE! Addicted to creating the perfect music show for FHS boys hockey!",197,577,0.341421144,"Faribault, MN",Non-Local,0,1,<1,"St. Paul, MN",Not Identified
SLMPD,701512801,dongallowayksdk,Don Galloway,"Photojournalist, KSDK NewsChannel 5",889,646,1.376160991,"St. Louis, Missouri

",Local,0,1,1->2,"St. Louis, MO",Not Identified
SLMPD,704069096,chieftimfitch,Tim Fitch,"Tim Fitch, Chief of Police, St. Louis County PD (Ret.) & 

Principal Consultant at The Fitch Group, LLC",2546,119,21.39495798,"St. Louis, Missouri USA",Local,0,1,>10,"St. Louis, MO",Police
NYPDnews,709045724,marcsantia4ny,Marc Santia,From the D to NYC. Life-long Detroiter appreciating the warm welcome in NY. Reporter at WNBC.,1817,541,3.358595194,new york,Local,0,1,>10,New York City,Media
oaklandpoliceca,712885679,nylolive,olive,Tea Time with Olive,550,2005,0.274314214,San Francisco ,Non-Local,0,1,<1,"Oakland, CA",Not Identified
CLEpolice,716802919,ndohnews,NDOHnews,DOJ does not collect comments or messages through this account. Learn more at http://justice.gov/privacy-file.htm,700,335,2.089552239,Ohio,Non-Local,0,1,>10,"Cleveland, OH",Not Identified
NYPDnews,743699910,lschmidtfox5,Linda Schmidt,Reporter Fox 5 News | INSTAGRAM: @Lschmidtfox5 | Winner of 6 Emmys. Nominated for 19.,1636,229,7.144104803,,Missing,0,1,2->10,New York City,Media
SLMPD,771805741,greatriversstl,GreatRivers Greenway,Making the St. Louis region a better place to live. Explore 170 miles of on&off-street trails in the #STL region with GreatRiversSTL & @BikeStLouis. #ConnectSTL,5491,1100,4.991818182,"St. Louis, Missouri",Local,0,1,2->10,"St. Louis, MO",Not Identified
CLEpolice,778895864,racheldissell,Rachel Dissell,"Cleveland Plain Dealer enterprise/watchdog reporter, mom and Tremont resident.  My job is to question authority.  Send tips to rdissell@plaind.com",2689,991,2.713420787,"Cleveland, Oh",Local,0,1,2->10,"Cleveland, OH",Media
SLMPD,801116630,rebeccarsheehan,Rebecca Roberts,Reporter for @FOX2now in STL. @DukeU grad. Animal lover. Future Mrs. @SheehanCBS.,4782,720,6.641666667,,Missing,0,1,2->10,"St. Louis, MO",Media
SpokanePD,849478171,khqkjerstin,Kjerstin Bell ,Emmy award winning Anchor Good Day Spokane on KAYU FOX28. Love the outdoors! Triathlete. Obsessed with our Pudelpointer. Huntress. Pregnant.,1713,1750,0.978857143,"Spokane, WA",Local,0,1,<1,"Spokane, WA",Media
NYPDnews,859793215,fios1newsnj,FiOS1 New Jersey,"Verizon FiOS1 New Jersey Œ_í_íÍ your source for up to the minute hyper-local news, traffic, weather, sports and community programming on FiOS Channels 501 & 1.",1717,823,2.086269745,New Jersey,Local,0,1,2->10,New York City,Media
NYPDnews,862980936,chaskelbennett,Chaskel Bennett,Activist-Optimist-Realist:  Standing Up-Speaking Up,1949,929,2.09795479,NYŒ_íêŒéAlbanyŒ_íêŒéWashingtonŒ_íêŒéJerusalem,Local,0,1,>10,New York City,Not Identified
NYPDnews,902200087,cassandrarules,Cassandra,"Reasons not rules make us strong. Writer at @tftproject & @SputnikNewsUS



http://fb.com/cassandrafairbanksrules",63106,1327,47.55538809,DC,Non-Local,0,1,>10,New York City,Media
PortlandPolice,915932240,amartintully,Amanda MT,Cider Lover. Kitty Fighter. Account Man.,442,1954,0.226202661,"Portland, Oregon",Local,0,1,<1,"Portland, Oregon",Not Identified
PortlandPolice,919475023,911boec,Portland 911,Official Twitter account for the Bureau of Emergency Communications. 911 dispatchers DO NOT Monitor this account. If you have an emergency please dial 9-1-1.,541,191,2.832460733,"Portland, Oregon",Local,0,1,>10,"Portland, Oregon",Not Identified
NYPDnews,921330710,abimarbet,Abi M'Arbet,"Working hard, trying to make a living.

In my spare time I cycle. When I'm bored I tweet.",55,93,0.591397849,,Missing,0,1,<1,New York City,Not Identified
NYPDnews,940368062,rednationrising,RedNationRising,"Welcome to Official Red Nation Rising Twitter page! Grassroots organization for Education, Constitution and Civics. #RedNationRising",50273,23633,2.127237338,"Everywhere, USA",Non-Local,0,1,2->10,New York City,Not Identified
CLEpolice,948979430,zachreed12,Zack Reed,,1274,706,1.804532578,,Missing,0,1,1->2,"Cleveland, OH",Not Provided
SFPD,953213815,nashellytweets,Nashelly,Managing Editor at Golden Gate Xpress. I'm a journalism major / Women and Gender Studies minor at SFSU. Se habla espaíëŒ±ol. I'm probably nosier than you.,159,414,0.384057971,San Francisco,Local,0,1,<1,"San Francisco, CA",Media
SpokanePD,954240361,mikeyyevtuck,Mickey yevtuck ,"Watch Chuck Zito Chicken out of fighting Mike Yevtuck

Time for Chuck Zito to fight or admit he is a fake",42561,527,80.76091082,World presently in NJ,Non-Local,0,1,>10,"Spokane, WA",Not Identified
NYPDnews,993300516,anaheimpd,Anaheim PD,This non-emergency communications tool is designed to expand access to Anaheim Police Department resources and enhance our delivery of professional services.,6874,730,9.416438356,"Anaheim, CA",Non-Local,0,1,2->10,New York City,Not Identified
oaklandpoliceca,1011743929,fruitvalelocal,Fruitvale Local,"Notes about community, art, jazz and politics.",461,383,1.203655352,"Oakland, CA",Local,0,1,1->2,"Oakland, CA",Not Identified
oaklandpoliceca,1020058453,buzzfeednews,BuzzFeed News,"A news wire for the social web. Reporting by @AustinHunt, @sts10, @weeddude, and the @BuzzFeedNews team.",285421,4770,59.83668763,,Missing,0,1,>10,"Oakland, CA",Media
SpokanePD,1038481676,newsthissecond,News This Second,The world isn't nine to five and neither are we. Our service is available around the clock so expect quality real time news around the clock.,4122,3428,1.202450408,Real Time Live Updates ,Non-Local,0,1,1->2,"Spokane, WA",Not Identified
oaklandpoliceca,1061669604,arasmusktvu,Allie Rasmus KTVU,"KTVU News Reporter. Mom, wife, sister. Bay Area Native. NU Grad. My job = part sales, part therapist, part anthropologist w/some writing & speaking in between.",2572,759,3.388669302,"Oakland, CA",Local,0,1,2->10,"Oakland, CA",Media
CLEpolice,1063076700,semanticearth,semanticearth.com,Semantic Earth Community promoting the best content. Great #retweets and #followback in a variety of #world #topics. Connecting #people to the Global Community,13995,11303,1.238166858,,Missing,0,1,1->2,"Cleveland, OH",Other Sectors
detroitpolice,1076209057,detroit300,DETROIT 300 ,"sole focus is to help communities organize to eradicate crime by policing targeted areas & collectively pursuing individuals who wreak havoc, mayhem & terror.",1214,1919,0.632621157,"Detroit, Michigan USA",Local,0,1,<1,"City of Detroit, MI",Other Sectors
NYPDnews,1089594517,los_sures,SouthsideUnitedHDFC,A community-based non-profit organization which has served as an integral part in rebuilding the south side of Williamsburg for over 40 years.,254,301,0.843853821,"Williamsburg, Brooklyn, Ny",Local,0,1,<1,New York City,Not Identified
SFPD,1138908511,jasonyzhao,Jason Yang Zhao,Software Engineer at Twitter,72,171,0.421052632,,Missing,0,1,<1,"San Francisco, CA",Other Sectors
NYPDnews,1151251177,losaltospd,Los Altos Police,Official Twitter account for the Los Altos Police Department. Tweets are not monitored 24/7. Dial 911 to report an emergency. RTs are not endorsements.,3976,501,7.936127745,"Los Altos, CA",Non-Local,0,1,2->10,New York City,Police
NYPDnews,1177746079,idaneekmiller,I. Daneek Miller,I. Daneek Miller is the NYC Council Member for the 27th district in Southeast Queens and chair of the Committee on Civil Service & Labor.,1796,267,6.72659176,,Missing,0,1,>10,New York City,Polictician
SLMPD,1283943962,d_towski,Danny Wicentowski,"Writer, storyteller, multimedia journalist and frequent pizza eater. Staff writer at Riverfront Times.   danny.wicentowski[at]http://riverfronttimes.com",3065,1143,2.681539808,"St. Louis, MO",Local,0,1,2->10,"St. Louis, MO",Media
NYPDnews,1284078584,johnjaypresjt,Jeremy Travis,"President of John Jay College of Criminal Justice, City University of New York",2048,490,4.179591837,"New York, New York ",Local,0,1,2->10,New York City,Polictician
SLMPD,1291770157,nettaaaaaaaa,ShordeeDooWhop,"I am the stone that the builder refused...the promise of what's to come. And I'mma remain a soldier till the war is won.



netta@thisisthemovement.org",46663,1016,45.92814961,STL,Non-Local,0,1,>10,"St. Louis, MO",Not Identified
SFPD,1335112818,sfgiantsfan2013,Stephanie Hammond,,17,275,0.061818182,,Missing,0,1,<1,"San Francisco, CA",Not Provided
NYPDnews,1336724534,ywashhts,YMHA of Wash Heights,The Y is a multi-service community center that is well known for its nurturing environment and non-judgmental philosophy.,138,139,0.992805755,"Washington Heights, NY",Local,0,1,<1,New York City,Not Identified
detroitpolice,1339840286,sdaviswwj,Stephanie Davis,Stephanie Davis is a reporter and anchor at WWJ Newsradio in Detroit.,472,354,1.333333333,"Detroit, MI",Local,0,1,1->2,"City of Detroit, MI",Media
NYPDnews,1360891520,swalterstv,Sarah Walters,"CBS2 News Executive Producer, Mom, Wife, Always A Midwestern Girl @GrandViewUniv Alum",2506,2259,1.109340416,NYC,Local,0,1,1->2,New York City,Media
NYPDnews,1363127011,limapolice,Lima Police,Official Twitter feed for the Lima Ohio Police Department. For emergencies dial 911. Non-emergencies dial 419-227-4444. Don't report crimes in progress here.,5496,1419,3.873150106,"Lima, Ohio",Non-Local,0,1,2->10,New York City,Police
CLEpolice,1363155882,denagreer8,Dena Greer,"Assignment Editor at @WEWS 

#Cleveland #Ohio #news",420,822,0.510948905,"Cleveland, Ohio",Local,0,1,<1,"Cleveland, OH",Media
NYPDnews,1368509196,clearwater_pd,CLW PD Special Ops,"Clearwater Police Department

Special Investigations Section",944,587,1.608177172,"Clearwater, Florida",Non-Local,0,1,1->2,New York City,Police
SFPD,1373186335,deboraktvu,Debora Villalon,KTVU Channel 2 News Reporter.  Follow me for updates and breaking news.,1222,275,4.443636364,,Missing,0,1,>10,"San Francisco, CA",Media
SFPD,1375629084,matierandross,Matier and Ross,"Phil Matier and Andy Ross have raked muck & scooped scoops for more than two decades about the always fascinating Bay Area. Column appears in SFChronicle M,W,Su",2496,602,4.146179402,"San Francisco, CA",Local,0,1,>10,"San Francisco, CA",Not Identified
SFPD,1376781518,paulchamberstv,Paul Chambers,Reporter at KTVU. Ohio State alum bleed Scarlet & Grey. Want to share your story or have a news tip? Contact me here or paul.chambers@foxtv.com,990,232,4.267241379,Oakland Ca,Non-Local,0,1,2->10,"San Francisco, CA",Media
PortlandPolice,1397012582,roxinsoxfest,Rox in Sox,"Children's music and literary festival in Lake Oswego, OR on August 3rd. Stop on by! #roxinsoxfest",131,112,1.169642857,"Portland, OR",Local,0,1,1->2,"Portland, Oregon",Other Sectors
NYPDnews,1410980774,flatbushjcc,FJCC,FJCC- Flatbush Jewish Community Coalition- Uniting the Broader Flatbush Jewish Community. Email: flatbushjcc@gmail.com,285,1,285,"Flatbush,Brooklyn",Non-Local,0,1,>10,New York City,Other Sectors
NYPDnews,1476107702,lpdiamante69,Œ_í‡í_ Pio lll,universo-digital-wallpaper-318428 Œ_í‡í_ Screen_shot_2011-09-19_at_1.53.54_PM @cnnbrk galaxia-0 @UN 8B4C588910E9C254BFDEC3CE4A2AD_h498_w598_m2 @NASA @CNN,174,1067,0.163074039,Moon6sixEs,Non-Local,0,1,<1,New York City,Not Identified
SFPD,1480883856,sf_dcyf,DCYF,Mission: ensure that families with children are a prominent & valued segment of San Francisco's social fabric by supporting programs in every neighborhood.,694,976,0.711065574,"San Francisco, CA",Local,0,1,<1,"San Francisco, CA",Other Sectors
NYPDnews,1486452914,schaumburgnebl,John Nebl,Public Information Officer for DuPage Co (IL) Emergency Management and retired Sgt/PIO-Schaumburg (IL) police. Opinions are my own. Retweets not endorsements.,433,216,2.00462963,"Chicago, IL",Non-Local,0,1,>10,New York City,Police
SFPD,1537052504,bob_gunderson,Bob Gunderson,"Fighting for wider streets, faster speeds and more parking, everywhere.  Battling the radical all-powerful bike lobby. Views are my own, but should be yours.",2469,2001,1.233883058,District 5 - SF,Local,0,1,1->2,"San Francisco, CA",Not Identified
NYPDnews,1586892079,dnainfoqns,DNAinfo Queens,"All the neighborhood news you need about Queens, 140 characters at a time. Breaking, features, photos, videos.",1959,151,12.97350993,"Queens, New York City",Local,0,1,>10,New York City,Media
NYPDnews,1603630243,ppddavidburns,PPDDavidBurns,"@phillypolice, Police Officer Assigned to 35th Police District",638,790,0.807594937,,Missing,0,1,<1,New York City,Police
StocktonPolice,1713463369,forensicsed,Forensics Colleges,An educational site dedicated to enlighten and inspire those interested in pursuing a career in Forensic Science            #forensicscience,292,505,0.578217822,,Missing,0,1,<1,"Stockton, CA, USA",Not Identified
NYPDnews,1851383168,kminstercops,Kidderminster SNTs,Police Safer Neighbourhood Teams for Kidderminster.  Please do not report crime via Twitter - call 101 or 999 in an emergency.,750,96,7.8125,Kidderminster,Non-Local,0,1,>10,New York City,Not Identified
PortlandPolice,1904665818,katherinekisiel,katherine kisiel,"KATU reporter, Texas transplant, Proud AZ Wildcat, having fun exploring the Northwest with my two boys!",484,300,1.613333333,"portland, oregon",Local,0,1,1->2,"Portland, Oregon",Media
NYPDnews,1907931691,nycagainstabuse,Office to Combat DV,The Mayor's Office to Combat Domestic Violence aims to make it simple for domestic violence victims to get the help they need. 1.800.621.4673 or 311,2665,920,2.89673913,New York City,Local,0,1,>10,New York City,Polictician
NYPDnews,1926977407,chelseamauldin,Chelsea Mauldin,"Director of @publicpolicylab, a nonprofit dedicated to creating better public services for all Americans. Following PPL board, fellows, staff & partners.",209,22,9.5,"Brooklyn, NY",Local,0,1,>10,New York City,Other Sectors
NYPDnews,1934914172,copsinbikelanes,Cops in Bike Lanes,I live in NYC and I bike a decent amount.  I post pictures of police vehicles parked in bike lanes.  User submissions welcome: copsinbikelanes@gmail.com,511,65,7.861538462,New York City,Local,0,1,2->10,New York City,Other Sectors
detroitpolice,1946944188,dearbornpolice,Dearborn Police,Official Twitter account of the Dearborn Police Department. Tip line: 313-943-3030. Call 911 in emergencies. Account not monitored 24/7,1010,275,3.672727273,"16099 Michigan Ave., Dearborn",Non-Local,0,1,2->10,"City of Detroit, MI",Police
NYPDnews,1967991931,kjohnsontv,Kristine Johnson,5 & 11pm News Anchor @CBSNewYork. Mom. Yoga. Music. Marathon. Cooking. Instagram: kjohnsoncbs_,7580,1349,5.61897702,"New York, NY ",Local,0,1,>10,New York City,Media
PortlandPolice,2151778339,stephenkatu,Stephen Mayer,"Reporter for KATU News. Oregon transplant, California native. Always looking for good story ideas, smayer@katu.com.",862,380,2.268421053,,Missing,0,1,2->10,"Portland, Oregon",Media
SLMPD,2155543074,btstl,Better Together STL,Better Together compiles & publicizes data to assess whether reunification of St. Louis City & County should occur & doesnŒ_í_ŒÈt advocate for any single plan.,3758,1102,3.410163339,St Louis Region,Local,0,1,2->10,"St. Louis, MO",Other Sectors
SFPD,2177074008,musicnegrito,Fantastic Negrito,Black roots music for all people. See website for Tour and NEW MUSIC -- OUT NOW!!!,121059,35466,3.41338183,"Oakland, CA",Non-Local,0,1,2->10,"San Francisco, CA",Other Sectors
NYPDnews,2188813291,impromptuimages,ImpromptuImages,PIctures Tell the Story. Visit us at http://impromptuimages.com for all your high school athletic photos.,15,126,0.119047619,"Chicago, IL",Non-Local,0,1,<1,New York City,Other Sectors
NYPDnews,2190685427,nypd911dispatch,NYPD 911 Dispatch,Team of reporters Reporting incidents of the New York City Police Department If you have an Emergency Dial 911 at any time Report tips Anonymously 1877-577-TIPS,2718,141,19.27659574,Not Affiliated with the NYPD,Non-Local,0,1,>10,New York City,Police
oaklandpoliceca,2204214774,domainawareness,Domain Awareness,Œ_í_íèHow about a Digital Blackwater?Œ_í_Œù Œ_í_íÍ Former NSA Director Michael Hayden,1100,824,1.334951456,"Oakland, CA",Local,0,1,1->2,"Oakland, CA",Other Sectors
SFPD,2208168866,sfgardenproject,The Garden Project,"We don't just grow plants, we grow people, too.",74,53,1.396226415,San Francisco,Local,0,1,1->2,"San Francisco, CA",Not Identified
NYPDnews,2216041938,marshallproj,The Marshall Project,"The Marshall Project is a nonprofit, nonpartisan newsroom covering America's criminal justice system. Tweets usually from @amandablair.",17887,235,76.11489362,"New York, NY",Local,0,1,>10,New York City,Not Identified
StocktonPolice,2242439771,gabomataguzman,Gabriel,"#News from my RSS reader. #Venezuela, #Caricaturas, #PoliticalCartoon, #Photography, #Music, #Tech, #Art & #Design.",318,3,106,"Maracay y Nirgua, Venezuela",Non-Local,0,1,>10,"Stockton, CA, USA",Other Sectors
NYPDnews,2256991388,makequeenssafer,Make Queens Safer,"Safer Streets for Queens, NY #VisionZero",548,414,1.323671498,,Missing,0,1,1->2,New York City,Other Sectors
PortlandPolice,2279670090,itsmikebivins,Mike Bivins,I've been featured in @pdxobserver & @thebafflermag blog| I only represent myself| RT Œ_í_í_ endorsement | Generally tweets about civil unrest & conflicts,1171,402,2.912935323,Portland,Local,0,1,2->10,"Portland, Oregon",Not Identified
SLMPD,2292018487,dronefreestl,Drone Free StL,We are a coalition that opposes the use of police drones in St. Louis.,316,225,1.404444444,,Missing,0,1,1->2,"St. Louis, MO",Police
NYPDnews,2296225874,benkallos,Ben Kallos,"New York Council Member for Upper East Side, Midtown, El Barrio and Roosevelt Island. This is my official account, and you can tweet me here for help.",2114,998,2.118236473,244 E. 93rd St. - 212-860-1950,Local,0,1,2->10,New York City,Polictician
StocktonPolice,2303977776,stocktonupdates,"City of Stockton, CA","Official City of Stockton, California, page.",477,11,43.36363636,"Stockton, CA",Local,0,1,>10,"Stockton, CA, USA",Not Identified
NYPDnews,2319193123,nypddca,Commissioner Perez,"Deputy Commissioner of Administration. The official Twitter of the Office of Deputy Commissioner, Administration. User policy: http://bit.ly/gGmduQ",1643,250,6.572,,Missing,0,1,>10,New York City,Police
NYPDnews,2320987874,nypdcops3100,COPS,Offical Twitter of the Committee Of Police Societies (COPS). Mentions & RT Œ_í_í_ endorsements.,1744,521,3.347408829,NYC,Local,0,1,2->10,New York City,Police
NYPDnews,2326644771,nypdstpauls,NYPD Saint Paul's,"Formed in 1958, the Saint Paul's Society is an NYPD fraternal organization that brings together officers of the Eastern Orthodox Christian Faith.",519,174,2.982758621,"New York, NY",Local,0,1,>10,New York City,Not Identified
NYPDnews,2332046212,emeraldnypd,NYPD Emerald Society,,714,94,7.595744681,,Missing,0,1,>10,New York City,Not Provided
SFPD,2333934739,stolenbikesoak,BikeIndex Oakland,"Listing stolen bikes in and around Oakland, CA. Death to bike thieves!",134,91,1.472527473,"Oakland, CA",Non-Local,0,1,1->2,"San Francisco, CA",Other Sectors
NYPDnews,2383848030,nypdpsa5,NYPD Housing PSA 5,"Captain Peter Fortune, Commanding Officer of Police Service Area 5.",1019,284,3.588028169,"221 E. 123rd Street, New York",Local,0,1,>10,New York City,Police
SFPD,2462147214,markmatthewsnbc,Mark Matthews,Reporter for @NBCBayArea. Always looking for stories. Mark.Matthews@nbcuni.com,320,168,1.904761905,"San Francisco, CA",Local,0,1,1->2,"San Francisco, CA",Media
